Count,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Churn Score,Clusters,PCA1,PCA2,Churn_Probability,Risk_Level,Segment
1,0,0,0,1,15,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.1,1426,1,82,1,-0.09808154603539987,1.3568234221043336,0.21849674,Low, leaving Risk
1,0,1,1,1,8,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),80.65,633,1,69,1,-0.7905857436849312,1.0654674684550967,0.2876056,Low, leaving Risk
1,1,1,0,1,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,1752,1,81,1,0.007951331368239445,1.17772637751984,0.2554729,Low, leaving Risk
1,0,0,0,1,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.4,857,1,96,1,-0.47962235154610156,1.3967694616295203,0.43012273,Medium, leaving Risk
1,0,0,0,1,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.35,79,1,87,1,-1.1358992826453096,1.2192591005821958,0.61382484,High, leaving Risk
1,0,0,1,1,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.15,496,1,70,1,-0.9427442952614088,0.9490607853332131,0.20769368,Low, leaving Risk
1,0,0,0,1,12,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,78.95,927,1,86,1,-0.6393501168153864,0.9138688444848069,0.2517427,Low, leaving Risk
1,1,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.05,113,1,66,1,-1.975269320830464,-0.4157717920786505,0.13623346,Low, leaving Risk
1,0,1,1,1,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,98.5,2514,1,88,1,0.44259338781109586,1.0643870086151719,0.1499282,Low, leaving Risk
1,1,0,1,0,68,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,7611,1,86,2,3.117818500383866,0.16635209681279198,0.16138406,Low, High Value
1,1,0,1,1,55,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,96.75,5238,1,75,2,1.9069043733555595,0.20301393391794878,0.05577272,Low, High Value
1,0,1,1,1,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,2868,1,67,2,0.4683096012642684,0.17885104181118583,0.11281617,Low, High Value
1,0,0,1,1,10,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,100.25,1064,1,87,1,-0.30126104063287545,1.520497720250185,0.4222777,Medium, leaving Risk
1,1,0,0,1,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,229,1,76,1,-1.1256295941990806,1.0354115679835352,0.44984198,Medium, leaving Risk
1,0,1,0,1,27,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.05,2135,1,95,1,0.047193562959029586,0.4866932351587668,0.13705,Low, leaving Risk
1,0,0,1,0,25,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Credit card (automatic),58.6,1502,1,99,1,-0.4990069126739114,0.041081769667101184,0.24511999,Low, leaving Risk
1,1,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.45,35,1,80,1,-1.85794860794984,0.06441340344261509,0.7669278,Critical, leaving Risk
1,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.35,81,1,76,1,-1.6775824182381345,0.2728173529559216,0.48251453,Medium, leaving Risk
1,0,1,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.45,70,1,76,1,-1.2823062632666111,0.9851353659909431,0.48163456,Medium, leaving Risk
1,0,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Month-to-month,0,Electronic check,71.15,563,1,66,1,-0.9645918003622662,0.8171951463831556,0.24795617,Low, leaving Risk
1,1,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.65,45,1,73,1,-1.6902486934458603,0.3327435042987715,0.70220304,Critical, leaving Risk
1,1,0,0,1,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,95.0,655,1,94,1,-0.5754242131711516,1.4674744425244872,0.41804338,Medium, leaving Risk
1,0,0,1,1,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,82.4,1592,1,86,1,-0.20362431771768838,0.7889708570896607,0.08422436,Low, leaving Risk
1,0,0,0,1,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.9,273,1,75,1,-1.14615225738254,0.9173353186919571,0.29900345,Low, leaving Risk
1,1,1,1,0,58,0,0,DSL,0,1,1,0,0,1,Month-to-month,1,Electronic check,45.3,2651,1,100,0,0.38567102387123775,-1.1559562904181102,0.4051092,Medium, Loyal Advocates
1,0,0,1,1,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.4,242,1,83,1,-0.6603099131906032,1.8497801438956691,0.5265687,High, leaving Risk
1,0,0,1,0,53,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),94.85,5000,1,80,2,1.7601509982041454,0.20886001049944222,0.2179428,Low, High Value
1,0,1,0,1,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,1145,1,99,1,-0.5787518972241841,0.7153122962179814,0.28274065,Low, leaving Risk
1,0,1,0,1,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503,1,81,1,-0.9196900115533251,0.9831047127645172,0.15385295,Low, leaving Risk
1,0,0,0,0,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),29.95,29,1,95,1,-1.9485534698378932,-0.08025793981694125,0.5286988,High, leaving Risk
1,1,0,0,1,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),84.5,662,1,86,1,-0.7198820944182844,1.166065994891241,0.3732988,Medium, leaving Risk
1,0,0,0,1,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,79.25,1111,1,73,1,-0.5573918272536744,0.8920693324614797,0.23151109,Low, leaving Risk
1,0,0,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,24,1,94,1,-2.033211095381362,-0.2157396609913212,0.7192048,Critical, leaving Risk
1,1,0,1,1,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531,1,94,1,-0.6995364580482254,1.390215930985514,0.3084841,Medium, leaving Risk
1,1,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.9,79,1,98,1,-1.1270149314390447,1.2337424787915117,0.52625364,High, leaving Risk
1,0,0,0,1,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.6,1934,1,71,1,0.2645865235723421,1.441698563721787,0.1989975,Low, leaving Risk
1,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),46.0,84,1,76,1,-1.6500486897066375,0.3161862681670686,0.583737,High, leaving Risk
1,0,0,0,1,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,268,1,67,1,-1.1597350732758904,0.8977206231921021,0.32195315,Medium, leaving Risk
1,1,0,1,0,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,179,1,82,1,-1.5105444155271428,0.37082849254399225,0.33920726,Medium, leaving Risk
1,0,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55,1,81,1,-1.5330484667311024,0.5839568854530097,0.66906196,High, leaving Risk
1,1,0,0,1,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,84.6,84,1,66,1,-1.0496263205188838,1.3573741632491785,0.4352611,Medium, leaving Risk
1,1,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,54.4,114,1,81,1,-1.5055536676112027,0.5365747593777088,0.54602236,High, leaving Risk
1,0,1,0,1,11,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.0,1120,1,85,1,-0.346529394367275,1.356013117170858,0.33484858,Medium, leaving Risk
1,1,1,0,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.4,1074,1,86,1,-0.6004022051162953,0.7159178183359416,0.57350194,High, leaving Risk
1,1,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48,1,77,1,-1.642523257627398,0.40902918816745387,0.5086446,High, leaving Risk
1,0,0,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,147,1,75,1,-1.2374123902983154,0.957015984609365,0.63094556,High, leaving Risk
1,1,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,40.2,40,1,65,1,-1.7797523287382007,0.1893617586465834,0.7089296,Critical, leaving Risk
1,0,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80,1,99,1,-1.6738376350849757,0.27942777982636197,0.6133211,High, leaving Risk
1,1,1,0,0,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,41.15,132,1,96,1,-1.6912041635430823,0.1624516161696188,0.67853653,High, leaving Risk
1,1,1,0,0,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.9,1364,1,84,1,-0.0364810110947325,1.6133387510160486,0.7208639,Critical, leaving Risk
1,1,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1099,1,83,0,-0.4660137557440017,-1.8220089750615396,0.023233866,Low, Loyal Advocates
1,0,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.45,1511,1,81,1,-0.12514468944926235,1.2073537469515592,0.5103922,High, leaving Risk
1,1,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),24.8,24,1,73,1,-2.033211095381362,-0.2157396609913212,0.55244523,High, leaving Risk
1,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.6,70,1,69,1,-1.2798832583921755,0.9890853782298472,0.708733,Critical, leaving Risk
1,1,0,1,0,5,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.4,401,1,80,1,-0.8512554380780203,1.270986394398495,0.77191424,Critical, leaving Risk
1,0,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.05,5624,1,65,2,2.084998159674226,0.4852852829879922,0.61033154,High, High Value
1,1,0,1,0,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,95.15,1779,1,68,1,0.011031395833692868,1.1690953782908338,0.42592946,Medium, leaving Risk
1,1,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.0,70,1,97,1,-1.2895752778899188,0.9732853292742303,0.77962404,Critical, leaving Risk
1,1,1,0,0,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.5,606,1,80,1,-0.8978550177511259,0.9042479414112202,0.56982166,High, leaving Risk
1,1,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.85,435,1,83,1,-1.3808056809545304,0.07865553773723596,0.31768203,Medium, leaving Risk
1,1,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.1,1712,1,98,1,-0.1777733186009378,0.520949250634028,0.47928175,Medium, leaving Risk
1,0,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,73.6,73,1,80,1,-1.2305424859907559,1.0680044035911325,0.6830409,High, leaving Risk
1,0,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,396,1,85,1,-0.7134794548457265,1.5604906590371619,0.8799922,Critical, leaving Risk
1,1,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,2303,1,69,1,0.16111601487591387,0.2756042961139115,0.61282784,High, leaving Risk
1,1,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.6,415,1,69,1,-0.9246817778006877,1.144206978808493,0.70065993,Critical, leaving Risk
1,0,0,1,0,38,1,0,DSL,1,1,0,1,1,1,One year,0,Credit card (automatic),80.3,3058,1,81,2,0.608566021054889,0.24905604319535823,0.09968655,Low, High Value
1,1,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,93.15,2231,1,73,1,0.24999832869085184,0.955883016016449,0.6170064,High, leaving Risk
1,0,1,0,0,54,1,1,DSL,1,1,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350,1,83,2,1.392133915998915,-0.12479487321410482,0.07636651,Low, High Value
1,0,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,139,1,73,1,-1.2405685250236682,0.9559158989745294,0.6578551,High, leaving Risk
1,0,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.85,511,1,67,1,-0.9593402962763391,0.914421248845377,0.7309998,Critical, leaving Risk
1,0,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,80.6,155,1,92,1,-1.0702995924028043,1.2254002317433879,0.653957,High, leaving Risk
1,1,0,1,0,68,1,1,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),75.8,5293,1,81,2,1.8849052397974748,-0.6714951576100782,0.108423024,Low, High Value
1,0,0,0,0,43,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,104.6,4759,1,91,2,1.6159232453846561,0.7193162218852911,0.28700894,Low, High Value
1,1,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.4,6603,1,98,2,2.599811756071872,0.14343167703281076,0.53158474,High, High Value
1,0,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.4,168,1,76,1,-0.9081803493179504,1.4831157472123335,0.8133173,Critical, leaving Risk
1,1,0,1,0,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.8,371,1,73,1,-0.8928517585365278,1.2807166185482914,0.8054605,Critical, leaving Risk
1,0,1,0,0,21,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,41.9,840,1,97,1,-1.0554939267657948,-0.2818915258740908,0.45012757,Medium, leaving Risk
1,0,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.25,846,1,85,1,-0.6883240675473901,0.9997313660170691,0.6642511,High, leaving Risk
1,1,1,1,0,27,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),30.75,805,1,91,0,-1.1072931854113077,-0.7228700160611368,0.23345563,Low, Loyal Advocates
1,1,0,0,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),96.5,492,1,98,1,-0.6452392716844503,1.5608236444344827,0.67611945,High, leaving Risk
1,1,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.65,181,1,73,1,-0.9810925790533734,1.3576800755075664,0.84036225,Critical, leaving Risk
1,0,0,1,0,25,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,2566,1,66,1,0.5620476292320186,1.232829731663525,0.6500104,High, leaving Risk
1,1,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.65,50,1,76,1,-1.6080140727768275,0.464275213234247,0.523559,High, leaving Risk
1,1,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),90.85,90,1,81,1,-0.9469064342586518,1.521795567703256,0.84276754,Critical, leaving Risk
1,1,1,1,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,214,1,80,1,-1.8248033235129157,-0.5957814091540348,0.13665661,Low, leaving Risk
1,0,1,1,0,55,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.45,4874,1,100,2,1.6175161167401215,-0.08469903217446434,0.41207996,Medium, High Value
1,0,0,0,0,34,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),73.95,2524,1,94,1,0.25684180624106445,0.19516823035510247,0.33257896,Medium, leaving Risk
1,1,0,1,0,69,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.45,7007,1,80,2,2.7931888269581204,-0.11983133367853298,0.48196414,Medium, High Value
1,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,19,1,92,1,-2.1138303794674376,-0.34463802843419367,0.39414245,Medium, leaving Risk
1,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.6,19,1,95,1,-2.118676389216309,-0.35253805291200213,0.35008717,Medium, leaving Risk
1,1,1,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.35,233,1,73,1,-1.0121894684666164,1.2183205091636988,0.74901694,Critical, leaving Risk
1,0,0,1,0,22,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,83.3,1845,1,88,1,-0.0686209338323328,0.7563852684981397,0.5064125,High, leaving Risk
1,0,1,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.3,75,1,67,1,-1.2024946474720144,1.1127170626875142,0.8189157,Critical, leaving Risk
1,0,0,1,0,61,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.4,1182,1,82,0,-0.394645644533607,-1.8723755327215303,0.090348296,Low, Loyal Advocates
1,1,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.4,518,1,68,1,-1.3013608868293496,0.0414556875402596,0.2861629,Low, leaving Risk
1,0,0,0,0,60,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,6396,1,84,2,2.510135946168102,0.28902359091931357,0.41027904,Medium, High Value
1,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.55,69,1,73,1,-1.2971378508174607,0.9614623656964508,0.73034245,Critical, leaving Risk
1,0,0,1,0,28,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.05,2227,1,98,1,0.14575857627103467,0.5384846722175761,0.56583726,High, leaving Risk
1,1,0,1,0,4,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,101.15,385,1,84,1,-0.6246344109637413,1.7108889286437892,0.8485369,Critical, leaving Risk
1,1,0,0,0,7,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.8,673,1,98,1,-0.4926040077129879,1.5933875176686245,0.8681316,Critical, leaving Risk
1,0,0,1,0,13,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,55.95,734,1,91,1,-1.044436731779025,0.28870733806285864,0.32264504,Medium, leaving Risk
1,1,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.0,55,1,71,1,-1.5362791398970168,0.578690202467804,0.7380016,Critical, leaving Risk
1,0,0,1,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,74,1,80,1,-1.212480225273992,1.0969440868708307,0.8570293,Critical, leaving Risk
1,1,0,0,0,24,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.25,1861,1,77,1,-0.06699666307730771,0.6261990248759898,0.5295582,High, leaving Risk
1,1,0,0,0,5,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.1,453,1,66,1,-0.6631493918814154,1.5513461308824685,0.71869403,Critical, leaving Risk
1,0,0,0,0,15,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.0,994,1,73,1,-0.7111150449347265,0.5758832288500493,0.29542542,Low, leaving Risk
1,0,0,1,0,48,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),45.3,2145,1,65,0,0.006155003591339412,-0.8950764927437231,0.22275887,Low, Loyal Advocates
1,0,0,1,0,8,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,83.55,680,1,65,1,-0.7299437424801614,1.1405619342107154,0.7942747,Critical, leaving Risk
1,1,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,74,1,93,1,-1.2181339033143423,1.0877273916467205,0.8539852,Critical, leaving Risk
1,0,0,1,0,2,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,139,1,77,1,-1.1751473934139003,1.0625662294249445,0.61774665,High, leaving Risk
1,1,0,0,0,22,0,0,DSL,0,1,1,0,0,1,One year,1,Bank transfer (automatic),43.75,903,1,66,1,-0.9840184749805913,-0.2595983949511494,0.2170258,Low, leaving Risk
1,0,1,0,0,5,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,28.45,131,1,89,1,-1.8504503642154122,-0.22139183812683919,0.4014878,Medium, leaving Risk
1,0,0,0,0,12,1,1,Fiber optic,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),99.7,1238,1,76,1,-0.2128711432349061,1.451867457991651,0.6069582,High, leaving Risk
1,0,1,0,0,20,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.1,1782,1,87,1,0.0411461402928169,1.0919279153268726,0.5980548,High, leaving Risk
1,1,0,1,0,2,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.2,167,1,72,1,-0.8470911174698101,1.5832097970701744,0.76372087,Critical, leaving Risk
1,0,0,1,0,6,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,80.5,502,1,98,1,-0.8776599900815278,1.1145001952912807,0.77708185,Critical, leaving Risk
1,0,1,1,0,5,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,334,1,82,1,-1.0494185368784896,0.9818160597744098,0.81325924,Critical, leaving Risk
1,1,0,0,0,40,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),104.8,4131,1,88,2,1.3655066479902456,0.815739072932832,0.4088123,Medium, High Value
1,0,1,1,0,27,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.2,1929,1,99,1,-0.05931654032750934,0.41722006923983795,0.29760066,Low, leaving Risk
1,0,0,0,0,23,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.6,1758,1,81,1,-0.19544387135468402,0.5312552577174994,0.21992232,Low, leaving Risk
1,1,0,1,0,34,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.05,3480,1,72,2,0.9590863932408555,0.8565884391042444,0.7195316,Critical, High Value
1,0,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.0,85,1,80,1,-1.0428714158828207,1.3678804560806568,0.9143182,Critical, leaving Risk
1,1,0,0,0,10,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),86.05,834,1,85,1,-0.5981572453866821,1.1527900502552328,0.7694674,Critical, leaving Risk
1,1,0,0,0,13,0,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),45.55,597,1,74,1,-1.252649224086671,0.018548842866020498,0.2238023,Low, leaving Risk
1,1,0,1,0,39,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,86.3,3266,1,98,2,0.7896438951467853,0.3767072409159942,0.4110723,Medium, High Value
1,1,0,0,0,32,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.35,2596,1,92,1,0.3351644417877215,0.41118897775332014,0.3510161,Medium, leaving Risk
